economy,Country,Worker status,YEAR,HOURS_YEARLY,HOURS_MONTHLY
DNK,Denmark,Employees,1995,1379.303,114.9419167
DNK,Denmark,Employees,1996,1369.366,114.1138333
DNK,Denmark,Employees,1997,1390.743,115.89525
DNK,Denmark,Employees,1998,1401.037,116.7530833
DNK,Denmark,Employees,1999,1419.364,118.2803333
DNK,Denmark,Employees,2000,1421.214,118.4345
DNK,Denmark,Employees,2001,1426.843,118.9035833
DNK,Denmark,Employees,2002,1416.613,118.0510833
DNK,Denmark,Employees,2003,1413.024,117.752
DNK,Denmark,Employees,2004,1413.855,117.82125
DNK,Denmark,Employees,2005,1412.578,117.7148333
DNK,Denmark,Employees,2006,1418.423,118.2019167
DNK,Denmark,Employees,2007,1400.643,116.72025
DNK,Denmark,Employees,2008,1403.85,116.9875
DNK,Denmark,Employees,2009,1392.864,116.072
DNK,Denmark,Employees,2010,1399.107,116.59225
DNK,Denmark,Employees,2011,1412.789,117.7324167
DNK,Denmark,Employees,2012,1400.988,116.749
DNK,Denmark,Employees,2013,1402.841,116.9034167
DNK,Denmark,Employees,2014,1390.931,115.9109167
DNK,Denmark,Employees,2015,1379.641,114.9700833
DNK,Denmark,Employees,2016,1389.782,115.8151667
DNK,Denmark,Employees,2017,1383.692,115.3076667
DNK,Denmark,Employees,2018,1362.639,113.55325
DNK,Denmark,Employees,2019,1361.43,113.4525
DNK,Denmark,Employees,2020,1330.48,110.8733333
DNK,Denmark,Employees,2021,1370.567,114.2139167
DNK,Denmark,Employees,2022,1367.312,113.9426667
DNK,Denmark,Employees,2023,1362.519,113.54325
DNK,Denmark,Employees,2024,1362.927,113.57725
EST,Estonia,Employees,1999,1836.368,153.0306667
EST,Estonia,Employees,2000,1847.373,153.94775
EST,Estonia,Employees,2001,1838.204,153.1836667
EST,Estonia,Employees,2002,1837.109,153.0924167
EST,Estonia,Employees,2003,1849.763,154.1469167
EST,Estonia,Employees,2004,1860.605,155.0504167
EST,Estonia,Employees,2005,1875.915,156.32625
EST,Estonia,Employees,2006,1882.203,156.85025
EST,Estonia,Employees,2007,1870.5,155.875
EST,Estonia,Employees,2008,1852.362,154.3635
EST,Estonia,Employees,2009,1726.047,143.83725
EST,Estonia,Employees,2010,1765.417,147.1180833
EST,Estonia,Employees,2011,1806.008,150.5006667
EST,Estonia,Employees,2012,1774.658,147.8881667
EST,Estonia,Employees,2013,1761.085,146.7570833
EST,Estonia,Employees,2014,1756.702,146.3918333
EST,Estonia,Employees,2015,1756.497,146.37475
EST,Estonia,Employees,2016,1747.342,145.6118333
EST,Estonia,Employees,2017,1756.505,146.3754167
EST,Estonia,Employees,2018,1688.108,140.6756667
EST,Estonia,Employees,2019,1675.614,139.6345
EST,Estonia,Employees,2020,1623.509,135.2924167
EST,Estonia,Employees,2021,1610.464,134.2053333
EST,Estonia,Employees,2022,1592.916,132.743
EST,Estonia,Employees,2023,1598.671,133.2225833
EST,Estonia,Employees,2024,1602.716,133.5596667
FIN,Finland,Employees,1974,1697.004,141.417
FIN,Finland,Employees,1975,1642.161,136.84675
FIN,Finland,Employees,1976,1631.686,135.9738333
FIN,Finland,Employees,1977,1613.465,134.4554167
FIN,Finland,Employees,1978,1617.468,134.789
FIN,Finland,Employees,1979,1610.595,134.21625
FIN,Finland,Employees,1980,1607.202,133.9335
FIN,Finland,Employees,1981,1601.417,133.4514167
FIN,Finland,Employees,1982,1592.071,132.6725833
FIN,Finland,Employees,1983,1583.374,131.9478333
FIN,Finland,Employees,1984,1612.265,134.3554167
FIN,Finland,Employees,1985,1608.506,134.0421667
FIN,Finland,Employees,1986,1581.259,131.7715833
FIN,Finland,Employees,1987,1598.171,133.1809167
FIN,Finland,Employees,1988,1616.023,134.6685833
FIN,Finland,Employees,1989,1599.111,133.25925
FIN,Finland,Employees,1990,1565.287,130.4405833
FIN,Finland,Employees,1991,1553.073,129.42275
FIN,Finland,Employees,1992,1564.348,130.3623333
FIN,Finland,Employees,1993,1528.645,127.3870833
FIN,Finland,Employees,1994,1569.045,130.75375
FIN,Finland,Employees,1995,1570.924,130.9103333
FIN,Finland,Employees,1996,1587.836,132.3196667
FIN,Finland,Employees,1997,1585.018,132.0848333
FIN,Finland,Employees,1998,1570.924,130.9103333
FIN,Finland,Employees,1999,1571.864,130.9886667
FIN,Finland,Employees,2000,1538.98,128.2483333
FIN,Finland,Employees,2001,1562.848,130.2373333
FIN,Finland,Employees,2002,1557.541,129.7950833
FIN,Finland,Employees,2003,1554.248,129.5206667
FIN,Finland,Employees,2004,1555.426,129.6188333
FIN,Finland,Employees,2005,1560.213,130.01775
FIN,Finland,Employees,2006,1555.353,129.61275
FIN,Finland,Employees,2007,1549.52,129.1266667
FIN,Finland,Employees,2008,1538.338,128.1948333
FIN,Finland,Employees,2009,1515.884,126.3236667
FIN,Finland,Employees,2010,1523.714,126.9761667
FIN,Finland,Employees,2011,1522.903,126.9085833
FIN,Finland,Employees,2012,1512.963,126.08025
FIN,Finland,Employees,2013,1509.068,125.7556667
FIN,Finland,Employees,2014,1504.895,125.4079167
FIN,Finland,Employees,2015,1504.58,125.3816667
FIN,Finland,Employees,2016,1505.156,125.4296667
FIN,Finland,Employees,2017,1501.01,125.0841667
FIN,Finland,Employees,2018,1498.908,124.909
FIN,Finland,Employees,2019,1490.982,124.2485
FIN,Finland,Employees,2020,1486.227,123.85225
FIN,Finland,Employees,2021,1482.565,123.5470833
FIN,Finland,Employees,2022,1471.293,122.60775
FIN,Finland,Employees,2023,1463.553,121.96275
FIN,Finland,Employees,2024,1466.363,122.1969167
FRA,France,Employees,2000,1414.32,117.86
FRA,France,Employees,2001,1398.57,116.5475
FRA,France,Employees,2002,1369.462,114.1218333
FRA,France,Employees,2003,1371.777,114.31475
FRA,France,Employees,2004,1393.73,116.1441667
FRA,France,Employees,2008,1412.312,117.6926667
FRA,France,Employees,2009,1398.395,116.5329167
FRA,France,Employees,2010,1406.749,117.2290833
FRA,France,Employees,2011,1412.626,117.7188333
FRA,France,Employees,2012,1406.71,117.2258333
FRA,France,Employees,2013,1394.28,116.19
FRA,France,Employees,2014,1388.919,115.74325
FRA,France,Employees,2015,1388.881,115.7400833
FRA,France,Employees,2016,1393.887,116.15725
FRA,France,Employees,2017,1382.338,115.1948333
FRA,France,Employees,2018,1390.385,115.8654167
FRA,France,Employees,2019,1394.606,116.2171667
FRA,France,Employees,2020,1287.275,107.2729167
FRA,France,Employees,2021,1364.409,113.70075
FRA,France,Employees,2022,1385.635,115.4695833
FRA,France,Employees,2023,1383.199,115.2665833
FRA,France,Employees,2024,1389.796,115.8163333
DEU,Germany,Employees,2001,1371.4,114.2833333
DEU,Germany,Employees,2002,1364.1,113.675
DEU,Germany,Employees,2003,1359.3,113.275
DEU,Germany,Employees,2005,1348.9,112.4083333
DEU,Germany,Employees,2006,1374,114.5
DEU,Germany,Employees,2007,1377.5,114.7916667
DEU,Germany,Employees,2009,1328,110.6666667
DEU,Germany,Employees,2010,1350,112.5
DEU,Germany,Employees,2011,1354.3,112.8583333
DEU,Germany,Employees,2012,1334.6,111.2166667
DEU,Germany,Employees,2013,1326.5,110.5416667
DEU,Germany,Employees,2014,1333.9,111.1583333
DEU,Germany,Employees,2015,1338,111.5
DEU,Germany,Employees,2016,1334.8,111.2333333
DEU,Germany,Employees,2017,1330.7,110.8916667
DEU,Germany,Employees,2018,1326.3,110.525
DEU,Germany,Employees,2019,1320.5,110.0416667
DEU,Germany,Employees,2020,1271.2,105.9333333
DEU,Germany,Employees,2021,1299.1,108.2583333
DEU,Germany,Employees,2022,1296.7,108.0583333
DEU,Germany,Employees,2023,1294.8,107.9
DEU,Germany,Employees,2024,1293.6,107.8
GRC,Greece,Employees,1995,1767.976,147.3313333
GRC,Greece,Employees,1996,1765.907,147.1589167
GRC,Greece,Employees,1997,1764.18,147.015
GRC,Greece,Employees,1998,1765.841,147.1534167
GRC,Greece,Employees,1999,1769.534,147.4611667
GRC,Greece,Employees,2000,1767.417,147.28475
GRC,Greece,Employees,2001,1755.081,146.25675
GRC,Greece,Employees,2002,1750.405,145.8670833
GRC,Greece,Employees,2003,1750.295,145.8579167
GRC,Greece,Employees,2004,1734.179,144.5149167
GRC,Greece,Employees,2005,1840.028,153.3356667
GRC,Greece,Employees,2006,1829.146,152.4288333
GRC,Greece,Employees,2007,1832.031,152.66925
GRC,Greece,Employees,2008,1803.458,150.2881667
GRC,Greece,Employees,2009,1787.682,148.9735
GRC,Greece,Employees,2010,1711.86,142.655
GRC,Greece,Employees,2011,1726.192,143.8493333
GRC,Greece,Employees,2012,1737.006,144.7505
GRC,Greece,Employees,2013,1735.884,144.657
GRC,Greece,Employees,2014,1707.268,142.2723333
GRC,Greece,Employees,2015,1706.059,142.1715833
GRC,Greece,Employees,2016,1726.701,143.89175
GRC,Greece,Employees,2017,1714.919,142.9099167
GRC,Greece,Employees,2018,1734.148,144.5123333
GRC,Greece,Employees,2019,1708.046,142.3371667
GRC,Greece,Employees,2020,1540.505,128.3754167
GRC,Greece,Employees,2021,1645.981,137.1650833
GRC,Greece,Employees,2022,1677.03,139.7525
GRC,Greece,Employees,2023,1699.254,141.6045
GRC,Greece,Employees,2024,1702.759,141.8965833
HUN,Hungary,Employees,1979,1930,160.8333333
HUN,Hungary,Employees,1995,1771.985,147.6654167
HUN,Hungary,Employees,1996,1755.425,146.2854167
HUN,Hungary,Employees,1997,1771.32,147.61
HUN,Hungary,Employees,1998,1775.633,147.9694167
HUN,Hungary,Employees,1999,1783.917,148.65975
HUN,Hungary,Employees,2000,1774.788,147.899
HUN,Hungary,Employees,2001,1758.104,146.5086667
HUN,Hungary,Employees,2002,1745.026,145.4188333
HUN,Hungary,Employees,2003,1739.155,144.9295833
HUN,Hungary,Employees,2004,1749.221,145.7684167
HUN,Hungary,Employees,2005,1734.29,144.5241667
HUN,Hungary,Employees,2006,1716.581,143.0484167
HUN,Hungary,Employees,2007,1695.254,141.2711667
HUN,Hungary,Employees,2008,1704.112,142.0093333
HUN,Hungary,Employees,2009,1674.375,139.53125
HUN,Hungary,Employees,2010,1686.329,140.5274167
HUN,Hungary,Employees,2011,1677.892,139.8243333
HUN,Hungary,Employees,2012,1667.446,138.9538333
HUN,Hungary,Employees,2013,1663.57,138.6308333
HUN,Hungary,Employees,2014,1681.702,140.1418333
HUN,Hungary,Employees,2015,1684.829,140.4024167
HUN,Hungary,Employees,2016,1703.415,141.95125
HUN,Hungary,Employees,2017,1693.14,141.095
HUN,Hungary,Employees,2018,1682.405,140.2004167
HUN,Hungary,Employees,2019,1681.326,140.1105
HUN,Hungary,Employees,2020,1625.622,135.4685
HUN,Hungary,Employees,2021,1654.291,137.8575833
HUN,Hungary,Employees,2022,1660.901,138.4084167
HUN,Hungary,Employees,2023,1636.987,136.4155833
HUN,Hungary,Employees,2024,1645.759,137.1465833
ISL,Iceland,Employees,1991,1795.164,149.597
ISL,Iceland,Employees,1992,1802.234,150.1861667
ISL,Iceland,Employees,1993,1804.916,150.4096667
ISL,Iceland,Employees,1994,1816.185,151.34875
ISL,Iceland,Employees,1995,1779.186,148.2655
ISL,Iceland,Employees,1996,1804.882,150.4068333
ISL,Iceland,Employees,1997,1779.333,148.27775
ISL,Iceland,Employees,1998,1777.85,148.1541667
ISL,Iceland,Employees,1999,1777.318,148.1098333
ISL,Iceland,Employees,2000,1761.924,146.827
ISL,Iceland,Employees,2001,1744.718,145.3931667
ISL,Iceland,Employees,2002,1741.395,145.11625
ISL,Iceland,Employees,2003,1708.163,142.3469167
ISL,Iceland,Employees,2004,1713.675,142.80625
ISL,Iceland,Employees,2005,1635.565,136.2970833
ISL,Iceland,Employees,2006,1607.925,133.99375
ISL,Iceland,Employees,2007,1570.286,130.8571667
ISL,Iceland,Employees,2008,1639.463,136.6219167
ISL,Iceland,Employees,2009,1555.508,129.6256667
ISL,Iceland,Employees,2010,1548.211,129.0175833
ISL,Iceland,Employees,2011,1558.073,129.8394167
ISL,Iceland,Employees,2012,1541.721,128.47675
ISL,Iceland,Employees,2013,1540.553,128.3794167
ISL,Iceland,Employees,2014,1529.552,127.4626667
ISL,Iceland,Employees,2015,1525.593,127.13275
ISL,Iceland,Employees,2016,1532.997,127.74975
ISL,Iceland,Employees,2017,1517.694,126.4745
ISL,Iceland,Employees,2018,1507.391,125.6159167
ISL,Iceland,Employees,2019,1492.699,124.3915833
ISL,Iceland,Employees,2020,1479.338,123.2781667
ISL,Iceland,Employees,2021,1472.278,122.6898333
ISL,Iceland,Employees,2022,1470.949,122.5790833
ISL,Iceland,Employees,2023,1460.375,121.6979167
ISL,Iceland,Employees,2024,1442.258,120.1881667
IRL,Ireland,Employees,1995,1885.157,157.0964167
IRL,Ireland,Employees,1996,1878.379,156.5315833
IRL,Ireland,Employees,1997,1880.292,156.691
IRL,Ireland,Employees,1998,1798.686,149.8905
IRL,Ireland,Employees,1999,1783.498,148.6248333
IRL,Ireland,Employees,2000,1777.685,148.1404167
IRL,Ireland,Employees,2001,1768.616,147.3846667
IRL,Ireland,Employees,2002,1755.011,146.2509167
IRL,Ireland,Employees,2003,1730.848,144.2373333
IRL,Ireland,Employees,2004,1711.177,142.5980833
IRL,Ireland,Employees,2008,1655.764,137.9803333
IRL,Ireland,Employees,2009,1603.36,133.6133333
IRL,Ireland,Employees,2010,1608.31,134.0258333
IRL,Ireland,Employees,2011,1606.614,133.8845
IRL,Ireland,Employees,2012,1610.345,134.1954167
IRL,Ireland,Employees,2013,1624.135,135.3445833
IRL,Ireland,Employees,2014,1634.743,136.2285833
IRL,Ireland,Employees,2015,1626.266,135.5221667
IRL,Ireland,Employees,2016,1650.984,137.582
IRL,Ireland,Employees,2017,1672.217,139.3514167
IRL,Ireland,Employees,2018,1690.082,140.8401667
IRL,Ireland,Employees,2019,1693.628,141.1356667
IRL,Ireland,Employees,2020,1609.053,134.08775
IRL,Ireland,Employees,2021,1611.224,134.2686667
IRL,Ireland,Employees,2022,1636.986,136.4155
IRL,Ireland,Employees,2023,1613.309,134.4424167
IRL,Ireland,Employees,2024,1605.07,133.7558333
ISR,Israel,Employees,1995,2002.029,166.83575
ISR,Israel,Employees,1996,2019.614,168.3011667
ISR,Israel,Employees,1997,2029.84,169.1533333
ISR,Israel,Employees,1998,2008.974,167.4145
ISR,Israel,Employees,1999,2017.673,168.1394167
ISR,Israel,Employees,2000,2022.205,168.5170833
ISR,Israel,Employees,2001,1985.163,165.43025
ISR,Israel,Employees,2002,2002.597,166.8830833
ISR,Israel,Employees,2003,1984.511,165.3759167
ISR,Israel,Employees,2004,1960.937,163.4114167
ISR,Israel,Employees,2005,1954.62,162.885
ISR,Israel,Employees,2006,1942.261,161.8550833
ISR,Israel,Employees,2007,1950.964,162.5803333
ISR,Israel,Employees,2008,1947.154,162.2628333
ISR,Israel,Employees,2009,1951.95,162.6625
ISR,Israel,Employees,2010,1942.806,161.9005
ISR,Israel,Employees,2011,1938.594,161.5495
ISR,Israel,Employees,2012,1913.739,159.47825
ISR,Israel,Employees,2013,1907.307,158.94225
ISR,Israel,Employees,2014,1899.869,158.3224167
ISR,Israel,Employees,2015,1897.643,158.1369167
ISR,Israel,Employees,2016,1919.922,159.9935
ISR,Israel,Employees,2017,1920.726,160.0605
ISR,Israel,Employees,2018,1915.511,159.6259167
ISR,Israel,Employees,2019,1895.883,157.99025
ISR,Israel,Employees,2020,1798.669,149.8890833
ISR,Israel,Employees,2021,1889.562,157.4635
ISR,Israel,Employees,2022,1901.398,158.4498333
ISR,Israel,Employees,2023,1897.927,158.1605833
ITA,Italy,Employees,1990,1670.629,139.2190833
ITA,Italy,Employees,1991,1668.47,139.0391667
ITA,Italy,Employees,1992,1668.736,139.0613333
ITA,Italy,Employees,1993,1675.401,139.61675
ITA,Italy,Employees,1994,1675.526,139.6271667
ITA,Italy,Employees,1995,1680.531,140.04425
ITA,Italy,Employees,1996,1690.165,140.8470833
ITA,Italy,Employees,1997,1687.945,140.6620833
ITA,Italy,Employees,1998,1698.878,141.5731667
ITA,Italy,Employees,1999,1698.389,141.5324167
ITA,Italy,Employees,2000,1696.522,141.3768333
ITA,Italy,Employees,2001,1685.22,140.435
ITA,Italy,Employees,2002,1671.857,139.3214167
ITA,Italy,Employees,2003,1652.448,137.704
ITA,Italy,Employees,2004,1656.365,138.0304167
ITA,Italy,Employees,2005,1646.118,137.1765
ITA,Italy,Employees,2006,1651.476,137.623
ITA,Italy,Employees,2007,1651.609,137.6340833
ITA,Italy,Employees,2008,1663.836,138.653
ITA,Italy,Employees,2009,1625.032,135.4193333
ITA,Italy,Employees,2010,1623.837,135.31975
ITA,Italy,Employees,2011,1621.988,135.1656667
ITA,Italy,Employees,2012,1583.49,131.9575
ITA,Italy,Employees,2013,1571.852,130.9876667
ITA,Italy,Employees,2014,1571.401,130.9500833
ITA,Italy,Employees,2015,1576.58,131.3816667
ITA,Italy,Employees,2016,1586.911,132.2425833
ITA,Italy,Employees,2017,1588.825,132.4020833
ITA,Italy,Employees,2018,1593.199,132.7665833
ITA,Italy,Employees,2019,1583.264,131.9386667
ITA,Italy,Employees,2020,1443.902,120.3251667
ITA,Italy,Employees,2021,1559.085,129.92375
ITA,Italy,Employees,2022,1595.988,132.999
ITA,Italy,Employees,2023,1611.824,134.3186667
ITA,Italy,Employees,2024,1621.249,135.1040833
JPN,Japan,Employees,1995,1895.721,157.97675
JPN,Japan,Employees,2023,1636.996,136.4163333
JPN,Japan,Employees,2024,1636.004,136.3336667
KOR,Korea,Employees,2023,1874,156.1666667
KOR,Korea,Employees,2024,1859,154.9166667
LVA,Latvia,Employees,1995,1835.182,152.9318333
LVA,Latvia,Employees,1996,1833.352,152.7793333
LVA,Latvia,Employees,1997,1828.872,152.406
LVA,Latvia,Employees,1998,1827.653,152.3044167
LVA,Latvia,Employees,1999,1828.494,152.3745
LVA,Latvia,Employees,2000,1829.907,152.49225
LVA,Latvia,Employees,2001,1835.217,152.93475
LVA,Latvia,Employees,2002,1825.044,152.087
LVA,Latvia,Employees,2003,1816.487,151.3739167
LVA,Latvia,Employees,2004,1781.927,148.4939167
LVA,Latvia,Employees,2005,1812.881,151.0734167
LVA,Latvia,Employees,2006,1792.421,149.3684167
LVA,Latvia,Employees,2007,1760.084,146.6736667
LVA,Latvia,Employees,2008,1715.682,142.9735
LVA,Latvia,Employees,2009,1674.171,139.51425
LVA,Latvia,Employees,2010,1663.382,138.6151667
LVA,Latvia,Employees,2011,1674.752,139.5626667
LVA,Latvia,Employees,2012,1665.75,138.8125
LVA,Latvia,Employees,2013,1660.15,138.3458333
LVA,Latvia,Employees,2014,1670.096,139.1746667
LVA,Latvia,Employees,2015,1633.269,136.10575
LVA,Latvia,Employees,2016,1632.239,136.0199167
LVA,Latvia,Employees,2017,1618.356,134.863
LVA,Latvia,Employees,2018,1637.699,136.4749167
LVA,Latvia,Employees,2019,1636.54,136.3783333
LVA,Latvia,Employees,2020,1556.765,129.7304167
LVA,Latvia,Employees,2021,1584.377,132.0314167
LVA,Latvia,Employees,2022,1615.711,134.6425833
LVA,Latvia,Employees,2023,1610.051,134.1709167
LVA,Latvia,Employees,2024,1619.757,134.97975
LTU,Lithuania,Employees,2000,1627.179,135.59825
LTU,Lithuania,Employees,2001,1616.396,134.6996667
LTU,Lithuania,Employees,2002,1595.557,132.9630833
LTU,Lithuania,Employees,2003,1593.766,132.8138333
LTU,Lithuania,Employees,2004,1663.981,138.6650833
LTU,Lithuania,Employees,2005,1667.139,138.92825
LTU,Lithuania,Employees,2006,1657.033,138.0860833
LTU,Lithuania,Employees,2007,1678.646,139.8871667
LTU,Lithuania,Employees,2008,1687.241,140.6034167
LTU,Lithuania,Employees,2009,1626.061,135.5050833
LTU,Lithuania,Employees,2010,1656.375,138.03125
LTU,Lithuania,Employees,2011,1630.62,135.885
LTU,Lithuania,Employees,2012,1629.503,135.7919167
LTU,Lithuania,Employees,2013,1616.318,134.6931667
LTU,Lithuania,Employees,2014,1611.906,134.3255
LTU,Lithuania,Employees,2015,1632.096,136.008
LTU,Lithuania,Employees,2016,1657.859,138.1549167
LTU,Lithuania,Employees,2017,1620.942,135.0785
LTU,Lithuania,Employees,2018,1628.107,135.6755833
LTU,Lithuania,Employees,2019,1630.792,135.8993333
LTU,Lithuania,Employees,2020,1573.852,131.1543333
LTU,Lithuania,Employees,2021,1598.787,133.23225
LTU,Lithuania,Employees,2022,1596.145,133.0120833
LTU,Lithuania,Employees,2023,1620.358,135.0298333
LTU,Lithuania,Employees,2024,1638.833,136.5694167
LUX,Luxembourg,Employees,1995,1608.401,134.0334167
LUX,Luxembourg,Employees,1996,1585.76,132.1466667
LUX,Luxembourg,Employees,1997,1596.458,133.0381667
LUX,Luxembourg,Employees,1998,1595.315,132.9429167
LUX,Luxembourg,Employees,1999,1596.862,133.0718333
LUX,Luxembourg,Employees,2000,1603.838,133.6531667
LUX,Luxembourg,Employees,2006,1563,130.25
LUX,Luxembourg,Employees,2011,1519,126.5833333
LUX,Luxembourg,Employees,2019,1501,125.0833333
LUX,Luxembourg,Employees,2020,1398,116.5
LUX,Luxembourg,Employees,2021,1484,123.6666667
LUX,Luxembourg,Employees,2022,1481,123.4166667
LUX,Luxembourg,Employees,2023,1476,123
LUX,Luxembourg,Employees,2024,1478,123.1666667
MEX,Mexico,Employees,1992,2347.65,195.6375
MEX,Mexico,Employees,1994,2365.35,197.1125
MEX,Mexico,Employees,2023,2323,193.5833333
MEX,Mexico,Employees,2024,2307.6,192.3
NLD,Netherlands,Employees,2001,1399,116.5833333
NLD,Netherlands,Employees,2002,1386,115.5
NLD,Netherlands,Employees,2003,1380,115
NLD,Netherlands,Employees,2004,1398,116.5
NLD,Netherlands,Employees,2005,1379,114.9166667
NLD,Netherlands,Employees,2006,1371,114.25
NLD,Netherlands,Employees,2007,1367,113.9166667
NLD,Netherlands,Employees,2008,1370,114.1666667
NLD,Netherlands,Employees,2009,1361,113.4166667
NLD,Netherlands,Employees,2011,1359,113.25
NLD,Netherlands,Employees,2012,1349,112.4166667
NLD,Netherlands,Employees,2014,1363,113.5833333
NLD,Netherlands,Employees,2017,1365,113.75
NLD,Netherlands,Employees,2020,1328,110.6666667
NLD,Netherlands,Employees,2021,1363,113.5833333
NLD,Netherlands,Employees,2022,1362,113.5
NLD,Netherlands,Employees,2023,1358,113.1666667
NLD,Netherlands,Employees,2024,1367,113.9166667
NZL,New Zealand,Employees,2023,1749,145.75
NZL,New Zealand,Employees,2024,1746,145.5
NOR,Norway,Employees,1970,1755.888,146.324
NOR,Norway,Employees,1971,1737.669,144.80575
NOR,Norway,Employees,1972,1708.419,142.36825
NOR,Norway,Employees,1973,1693.529,141.1274167
NOR,Norway,Employees,1974,1674.222,139.5185
NOR,Norway,Employees,1975,1659.279,138.27325
NOR,Norway,Employees,1976,1609.747,134.1455833
NOR,Norway,Employees,1977,1570.451,130.8709167
NOR,Norway,Employees,1978,1532.944,127.7453333
NOR,Norway,Employees,1979,1514.788,126.2323333
NOR,Norway,Employees,1980,1515.16,126.2633333
NOR,Norway,Employees,1981,1505.513,125.4594167
NOR,Norway,Employees,1982,1497.02,124.7516667
NOR,Norway,Employees,1983,1492.676,124.3896667
NOR,Norway,Employees,1984,1488.219,124.01825
NOR,Norway,Employees,1985,1483.658,123.6381667
NOR,Norway,Employees,1986,1482.088,123.5073333
NOR,Norway,Employees,1987,1455.136,121.2613333
NOR,Norway,Employees,1988,1456.292,121.3576667
NOR,Norway,Employees,1989,1453.626,121.1355
NOR,Norway,Employees,1990,1446.91,120.5758333
NOR,Norway,Employees,1991,1446.072,120.506
NOR,Norway,Employees,1992,1456.543,121.3785833
NOR,Norway,Employees,1993,1454.197,121.1830833
NOR,Norway,Employees,1994,1454.381,121.1984167
NOR,Norway,Employees,1995,1437.908,119.8256667
NOR,Norway,Employees,1996,1435.158,119.5965
NOR,Norway,Employees,1997,1431.79,119.3158333
NOR,Norway,Employees,1998,1430.949,119.24575
NOR,Norway,Employees,1999,1431.838,119.3198333
NOR,Norway,Employees,2000,1415.359,117.9465833
NOR,Norway,Employees,2022,1405,117.0833333
NOR,Norway,Employees,2023,1395,116.25
NOR,Norway,Employees,2024,1388,115.6666667
POL,Poland,Employees,1995,1744.484,145.3736667
POL,Poland,Employees,1996,1742.689,145.2240833
POL,Poland,Employees,1997,1756.301,146.3584167
POL,Poland,Employees,1998,1775.526,147.9605
POL,Poland,Employees,1999,1769.52,147.46
POL,Poland,Employees,2000,1775.495,147.9579167
POL,Poland,Employees,2001,1778.182,148.1818333
POL,Poland,Employees,2002,1767.056,147.2546667
POL,Poland,Employees,2003,1766.257,147.1880833
POL,Poland,Employees,2004,1767.927,147.32725
POL,Poland,Employees,2005,1779.671,148.3059167
POL,Poland,Employees,2006,1768.83,147.4025
POL,Poland,Employees,2007,1764.313,147.0260833
POL,Poland,Employees,2009,1740.691,145.0575833
POL,Poland,Employees,2010,1741.119,145.09325
POL,Poland,Employees,2011,1734.201,144.51675
POL,Poland,Employees,2012,1725.859,143.8215833
POL,Poland,Employees,2013,1721.324,143.4436667
POL,Poland,Employees,2014,1726.448,143.8706667
POL,Poland,Employees,2015,1733.112,144.426
POL,Poland,Employees,2016,1733.616,144.468
POL,Poland,Employees,2017,1717.545,143.12875
POL,Poland,Employees,2018,1696.866,141.4055
POL,Poland,Employees,2019,1701.341,141.7784167
POL,Poland,Employees,2020,1692.131,141.0109167
POL,Poland,Employees,2021,1725.286,143.7738333
POL,Poland,Employees,2022,1713.015,142.75125
POL,Poland,Employees,2023,1706.251,142.1875833
POL,Poland,Employees,2024,1689.581,140.7984167
PRT,Portugal,Employees,1995,1704.532,142.0443333
PRT,Portugal,Employees,1996,1703.969,141.9974167
PRT,Portugal,Employees,1997,1703.599,141.9665833
PRT,Portugal,Employees,1998,1709.488,142.4573333
PRT,Portugal,Employees,1999,1706.473,142.2060833
PRT,Portugal,Employees,2000,1714.928,142.9106667
PRT,Portugal,Employees,2001,1699.13,141.5941667
PRT,Portugal,Employees,2002,1693.612,141.1343333
PRT,Portugal,Employees,2003,1690.537,140.8780833
PRT,Portugal,Employees,2004,1695.868,141.3223333
PRT,Portugal,Employees,2005,1697.492,141.4576667
PRT,Portugal,Employees,2006,1693.943,141.1619167
PRT,Portugal,Employees,2007,1698.215,141.5179167
PRT,Portugal,Employees,2008,1690.098,140.8415
PRT,Portugal,Employees,2009,1696.106,141.3421667
PRT,Portugal,Employees,2010,1704.004,142.0003333
PRT,Portugal,Employees,2011,1683.833,140.3194167
PRT,Portugal,Employees,2012,1672.658,139.3881667
PRT,Portugal,Employees,2013,1686.475,140.5395833
PRT,Portugal,Employees,2014,1694.87,141.2391667
PRT,Portugal,Employees,2015,1693.503,141.12525
PRT,Portugal,Employees,2016,1697.903,141.4919167
PRT,Portugal,Employees,2017,1690.671,140.88925
PRT,Portugal,Employees,2018,1700.889,141.74075
PRT,Portugal,Employees,2019,1705.831,142.1525833
PRT,Portugal,Employees,2020,1610.281,134.1900833
PRT,Portugal,Employees,2021,1670.963,139.2469167
PRT,Portugal,Employees,2022,1707.467,142.2889167
PRT,Portugal,Employees,2023,1711.256,142.6046667
PRT,Portugal,Employees,2024,1703.311,141.9425833
SVK,Slovak Republic,Employees,1995,1800.039,150.00325
SVK,Slovak Republic,Employees,1996,1763.71,146.9758333
SVK,Slovak Republic,Employees,1997,1767.065,147.2554167
SVK,Slovak Republic,Employees,1998,1751.794,145.9828333
SVK,Slovak Republic,Employees,1999,1740.696,145.058
SVK,Slovak Republic,Employees,2000,1737.955,144.8295833
SVK,Slovak Republic,Employees,2001,1722.457,143.5380833
SVK,Slovak Republic,Employees,2002,1672.504,139.3753333
SVK,Slovak Republic,Employees,2003,1617.607,134.8005833
SVK,Slovak Republic,Employees,2004,1657.513,138.1260833
