economy,Country,Worker status,YEAR,HOURS_YEARLY,HOURS_MONTHLY
SVK,Slovak Republic,Employees,2005,1689.607,140.8005833
SVK,Slovak Republic,Employees,2006,1690.004,140.8336667
SVK,Slovak Republic,Employees,2007,1698.115,141.5095833
SVK,Slovak Republic,Employees,2008,1702.096,141.8413333
SVK,Slovak Republic,Employees,2009,1683.541,140.2950833
SVK,Slovak Republic,Employees,2010,1714.329,142.86075
SVK,Slovak Republic,Employees,2011,1704.574,142.0478333
SVK,Slovak Republic,Employees,2012,1701.203,141.7669167
SVK,Slovak Republic,Employees,2013,1686.104,140.5086667
SVK,Slovak Republic,Employees,2014,1676.295,139.69125
SVK,Slovak Republic,Employees,2015,1672.054,139.3378333
SVK,Slovak Republic,Employees,2016,1657.805,138.1504167
SVK,Slovak Republic,Employees,2017,1630.44,135.87
SVK,Slovak Republic,Employees,2018,1620.787,135.0655833
SVK,Slovak Republic,Employees,2019,1606.357,133.8630833
SVK,Slovak Republic,Employees,2020,1500.905,125.0754167
SVK,Slovak Republic,Employees,2021,1514.364,126.197
SVK,Slovak Republic,Employees,2022,1538.81,128.2341667
SVK,Slovak Republic,Employees,2023,1546.097,128.8414167
SVK,Slovak Republic,Employees,2024,1549.499,129.1249167
SVN,Slovenia,Employees,1995,1597.992,133.166
SVN,Slovenia,Employees,1996,1592.257,132.6880833
SVN,Slovenia,Employees,1997,1596.564,133.047
SVN,Slovenia,Employees,1998,1614.84,134.57
SVN,Slovenia,Employees,1999,1613.484,134.457
SVN,Slovenia,Employees,2000,1606.434,133.8695
SVN,Slovenia,Employees,2001,1584,132
SVN,Slovenia,Employees,2002,1623,135.25
SVN,Slovenia,Employees,2003,1637,136.4166667
SVN,Slovenia,Employees,2004,1665,138.75
SVN,Slovenia,Employees,2005,1626,135.5
SVN,Slovenia,Employees,2006,1604,133.6666667
SVN,Slovenia,Employees,2007,1593,132.75
SVN,Slovenia,Employees,2008,1606,133.8333333
SVN,Slovenia,Employees,2009,1620,135
SVN,Slovenia,Employees,2010,1636,136.3333333
SVN,Slovenia,Employees,2011,1622,135.1666667
SVN,Slovenia,Employees,2012,1600,133.3333333
SVN,Slovenia,Employees,2013,1619,134.9166667
SVN,Slovenia,Employees,2014,1633,136.0833333
SVN,Slovenia,Employees,2015,1644,137
SVN,Slovenia,Employees,2016,1603,133.5833333
SVN,Slovenia,Employees,2017,1576,131.3333333
SVN,Slovenia,Employees,2018,1559,129.9166667
SVN,Slovenia,Employees,2019,1557,129.75
SVN,Slovenia,Employees,2020,1497,124.75
SVN,Slovenia,Employees,2021,1563,130.25
SVN,Slovenia,Employees,2022,1567,130.5833333
SVN,Slovenia,Employees,2023,1556,129.6666667
SVN,Slovenia,Employees,2024,1567,130.5833333
ESP,Spain,Employees,2011,1646,137.1666667
ESP,Spain,Employees,2012,1631,135.9166667
ESP,Spain,Employees,2014,1610,134.1666667
ESP,Spain,Employees,2016,1619,134.9166667
ESP,Spain,Employees,2018,1617,134.75
ESP,Spain,Employees,2019,1599,133.25
ESP,Spain,Employees,2020,1513,126.0833333
ESP,Spain,Employees,2021,1567,130.5833333
ESP,Spain,Employees,2022,1592,132.6666667
ESP,Spain,Employees,2023,1577,131.4166667
ESP,Spain,Employees,2024,1570,130.8333333
SWE,Sweden,Employees,1993,1387.446,115.6205
SWE,Sweden,Employees,1994,1419.901,118.3250833
SWE,Sweden,Employees,1995,1423.792,118.6493333
SWE,Sweden,Employees,1996,1436.535,119.71125
SWE,Sweden,Employees,1997,1439.784,119.982
SWE,Sweden,Employees,1998,1438.372,119.8643333
SWE,Sweden,Employees,1999,1446.728,120.5606667
SWE,Sweden,Employees,2000,1431.072,119.256
SWE,Sweden,Employees,2001,1413.722,117.8101667
SWE,Sweden,Employees,2002,1392.1,116.0083333
SWE,Sweden,Employees,2003,1375.891,114.6575833
SWE,Sweden,Employees,2004,1397.074,116.4228333
SWE,Sweden,Employees,2005,1390.384,115.8653333
SWE,Sweden,Employees,2006,1392.595,116.0495833
SWE,Sweden,Employees,2007,1403.643,116.97025
SWE,Sweden,Employees,2008,1420.889,118.4074167
SWE,Sweden,Employees,2009,1407.608,117.3006667
SWE,Sweden,Employees,2010,1434.488,119.5406667
SWE,Sweden,Employees,2011,1435.794,119.6495
SWE,Sweden,Employees,2012,1423.895,118.6579167
SWE,Sweden,Employees,2013,1417.61,118.1341667
SWE,Sweden,Employees,2014,1417.028,118.0856667
SWE,Sweden,Employees,2015,1419.482,118.2901667
SWE,Sweden,Employees,2016,1431.64,119.3033333
SWE,Sweden,Employees,2017,1418.754,118.2295
SWE,Sweden,Employees,2018,1418.663,118.2219167
SWE,Sweden,Employees,2019,1405.609,117.1340833
SWE,Sweden,Employees,2020,1379.887,114.9905833
SWE,Sweden,Employees,2021,1404.2,117.0166667
SWE,Sweden,Employees,2022,1398.737,116.5614167
SWE,Sweden,Employees,2023,1397.769,116.48075
SWE,Sweden,Employees,2024,1399.006,116.5838333
CHE,Switzerland,Employees,1991,1544.238,128.6865
CHE,Switzerland,Employees,1992,1530.612,127.551
CHE,Switzerland,Employees,1993,1553.271,129.43925
CHE,Switzerland,Employees,1994,1573.851,131.15425
CHE,Switzerland,Employees,1995,1519.33,126.6108333
CHE,Switzerland,Employees,1996,1490.329,124.1940833
CHE,Switzerland,Employees,1997,1496.509,124.7090833
CHE,Switzerland,Employees,1998,1496.03,124.6691667
CHE,Switzerland,Employees,1999,1511.626,125.9688333
CHE,Switzerland,Employees,2000,1503.648,125.304
CHE,Switzerland,Employees,2001,1474.667,122.8889167
CHE,Switzerland,Employees,2002,1446.507,120.54225
CHE,Switzerland,Employees,2003,1470.937,122.5780833
CHE,Switzerland,Employees,2004,1495.261,124.6050833
CHE,Switzerland,Employees,2005,1495.29,124.6075
CHE,Switzerland,Employees,2006,1488.032,124.0026667
CHE,Switzerland,Employees,2007,1484.899,123.7415833
CHE,Switzerland,Employees,2008,1474.91,122.9091667
CHE,Switzerland,Employees,2009,1449.376,120.7813333
CHE,Switzerland,Employees,2010,1423.843,118.6535833
CHE,Switzerland,Employees,2011,1430.584,119.2153333
CHE,Switzerland,Employees,2012,1419.822,118.3185
CHE,Switzerland,Employees,2013,1407.269,117.2724167
CHE,Switzerland,Employees,2014,1407.646,117.3038333
CHE,Switzerland,Employees,2015,1418.399,118.1999167
CHE,Switzerland,Employees,2016,1412.527,117.7105833
CHE,Switzerland,Employees,2017,1404.067,117.0055833
CHE,Switzerland,Employees,2018,1394.755,116.2295833
CHE,Switzerland,Employees,2019,1396.109,116.3424167
CHE,Switzerland,Employees,2020,1337.333,111.4444167
CHE,Switzerland,Employees,2021,1359.824,113.3186667
CHE,Switzerland,Employees,2022,1357.964,113.1636667
CHE,Switzerland,Employees,2023,1347.628,112.3023333
CHE,Switzerland,Employees,2024,1346.417,112.2014167
GBR,United Kingdom,Employees,1970,1684.717,140.3930833
GBR,United Kingdom,Employees,1971,1652.214,137.6845
GBR,United Kingdom,Employees,1972,1622.42,135.2016667
GBR,United Kingdom,Employees,1973,1671.174,139.2645
GBR,United Kingdom,Employees,1974,1636.866,136.4055
GBR,United Kingdom,Employees,1975,1633.254,136.1045
GBR,United Kingdom,Employees,1976,1618.809,134.90075
GBR,United Kingdom,Employees,1977,1601.654,133.4711667
GBR,United Kingdom,Employees,1978,1583.597,131.9664167
GBR,United Kingdom,Employees,1979,1577.278,131.4398333
GBR,United Kingdom,Employees,1980,1537.552,128.1293333
GBR,United Kingdom,Employees,1981,1487.895,123.99125
GBR,United Kingdom,Employees,1982,1500.535,125.0445833
GBR,United Kingdom,Employees,1983,1488.798,124.0665
GBR,United Kingdom,Employees,1984,1502.341,125.1950833
GBR,United Kingdom,Employees,1985,1536.649,128.0540833
GBR,United Kingdom,Employees,1986,1536.649,128.0540833
GBR,United Kingdom,Employees,1987,1522.204,126.8503333
GBR,United Kingdom,Employees,1988,1561.929,130.16075
GBR,United Kingdom,Employees,1989,1548.386,129.0321667
GBR,United Kingdom,Employees,1990,1534.844,127.9036667
GBR,United Kingdom,Employees,1991,1530.329,127.5274167
GBR,United Kingdom,Employees,1992,1517.69,126.4741667
GBR,United Kingdom,Employees,1993,1513.175,126.0979167
GBR,United Kingdom,Employees,1994,1525.815,127.15125
GBR,United Kingdom,Employees,1995,1530.329,127.5274167
GBR,United Kingdom,Employees,1996,1531.232,127.6026667
GBR,United Kingdom,Employees,1997,1533.038,127.7531667
GBR,United Kingdom,Employees,1998,1534.844,127.9036667
GBR,United Kingdom,Employees,1999,1526.718,127.2265
GBR,United Kingdom,Employees,2000,1516.787,126.3989167
GBR,United Kingdom,Employees,2001,1491.517,124.2930833
GBR,United Kingdom,Employees,2002,1478.223,123.18525
GBR,United Kingdom,Employees,2003,1460.499,121.70825
GBR,United Kingdom,Employees,2004,1464.044,122.0036667
GBR,United Kingdom,Employees,2005,1482.654,123.5545
GBR,United Kingdom,Employees,2006,1462.271,121.8559167
GBR,United Kingdom,Employees,2007,1476.451,123.0375833
GBR,United Kingdom,Employees,2008,1480.882,123.4068333
GBR,United Kingdom,Employees,2009,1460.499,121.70825
GBR,United Kingdom,Employees,2010,1456.068,121.339
GBR,United Kingdom,Employees,2011,1448.978,120.7481667
GBR,United Kingdom,Employees,2012,1463.157,121.92975
GBR,United Kingdom,Employees,2013,1494.175,124.5145833
GBR,United Kingdom,Employees,2014,1488.858,124.0715
GBR,United Kingdom,Employees,2015,1483.541,123.6284167
GBR,United Kingdom,Employees,2016,1512.786,126.0655
GBR,United Kingdom,Employees,2017,1491.517,124.2930833
GBR,United Kingdom,Employees,2018,1495.061,124.5884167
GBR,United Kingdom,Employees,2019,1487.085,123.92375
GBR,United Kingdom,Employees,2020,1219.446,101.6205
GBR,United Kingdom,Employees,2021,1481.768,123.4806667
GBR,United Kingdom,Employees,2022,1494.175,124.5145833
GBR,United Kingdom,Employees,2023,1485.313,123.7760833
GBR,United Kingdom,Employees,2024,1499.493,124.95775
OECD,OECD,Employees,1970,1841.033,153.4194167
OECD,OECD,Employees,1971,1835.217,152.93475
OECD,OECD,Employees,1972,1830.818,152.5681667
OECD,OECD,Employees,1973,1834.341,152.86175
OECD,OECD,Employees,1974,1822.152,151.846
OECD,OECD,Employees,1975,1813.693,151.1410833
OECD,OECD,Employees,1976,1814.989,151.2490833
OECD,OECD,Employees,1977,1813.287,151.10725
OECD,OECD,Employees,1978,1807.645,150.6370833
OECD,OECD,Employees,1979,1805.22,150.435
OECD,OECD,Employees,1980,1797,149.75
OECD,OECD,Employees,1981,1793.192,149.4326667
OECD,OECD,Employees,1982,1787.114,148.9261667
OECD,OECD,Employees,1983,1790.005,149.1670833
OECD,OECD,Employees,1984,1795.292,149.6076667
OECD,OECD,Employees,1985,1795.089,149.59075
OECD,OECD,Employees,1986,1791.577,149.2980833
OECD,OECD,Employees,1987,1795.616,149.6346667
OECD,OECD,Employees,1988,1798.736,149.8946667
OECD,OECD,Employees,1989,1801.645,150.1370833
OECD,OECD,Employees,1990,1796.768,149.7306667
OECD,OECD,Employees,1991,1793.319,149.44325
OECD,OECD,Employees,1992,1796.808,149.734
OECD,OECD,Employees,1993,1800.973,150.0810833
OECD,OECD,Employees,1994,1807.295,150.6079167
OECD,OECD,Employees,1995,1805.121,150.42675
OECD,OECD,Employees,1996,1809.933,150.82775
OECD,OECD,Employees,1997,1809.725,150.8104167
OECD,OECD,Employees,1998,1804.55,150.3791667
OECD,OECD,Employees,1999,1797.27,149.7725
OECD,OECD,Employees,2000,1789.86,149.155
OECD,OECD,Employees,2001,1774.06,147.8383333
OECD,OECD,Employees,2002,1766.022,147.1685
OECD,OECD,Employees,2003,1761.149,146.7624167
OECD,OECD,Employees,2004,1765.455,147.12125
OECD,OECD,Employees,2005,1766.493,147.20775
OECD,OECD,Employees,2006,1768.503,147.37525
OECD,OECD,Employees,2007,1767.68,147.3066667
OECD,OECD,Employees,2008,1761.656,146.8046667
OECD,OECD,Employees,2009,1734.255,144.52125
OECD,OECD,Employees,2010,1746.744,145.562
OECD,OECD,Employees,2011,1749.718,145.8098333
OECD,OECD,Employees,2012,1750.733,145.8944167
OECD,OECD,Employees,2013,1747.444,145.6203333
OECD,OECD,Employees,2014,1748.728,145.7273333
OECD,OECD,Employees,2015,1748.388,145.699
OECD,OECD,Employees,2016,1746.904,145.5753333
OECD,OECD,Employees,2017,1740.412,145.0343333
OECD,OECD,Employees,2018,1739.169,144.93075
OECD,OECD,Employees,2019,1730.803,144.2335833
OECD,OECD,Employees,2020,1671.538,139.2948333
OECD,OECD,Employees,2021,1713.521,142.7934167
OECD,OECD,Employees,2022,1717.132,143.0943333
OECD,OECD,Employees,2023,1712.044,142.6703333
OECD,OECD,Employees,2024,1707.789,142.31575
BGR,Bulgaria,Employees,2015,1659.644,138.3036667
BGR,Bulgaria,Employees,2016,1658.058,138.1715
BGR,Bulgaria,Employees,2017,1658.016,138.168
BGR,Bulgaria,Employees,2018,1658.865,138.23875
BGR,Bulgaria,Employees,2019,1659.127,138.2605833
BGR,Bulgaria,Employees,2020,1624.404,135.367
BGR,Bulgaria,Employees,2021,1634.251,136.1875833
BGR,Bulgaria,Employees,2022,1637.191,136.4325833
BGR,Bulgaria,Employees,2023,1701.743,141.8119167
BGR,Bulgaria,Employees,2024,1659.057,138.25475
HRV,Croatia,Employees,2008,1961.197,163.4330833
HRV,Croatia,Employees,2009,1960.965,163.41375
HRV,Croatia,Employees,2010,1980.547,165.0455833
HRV,Croatia,Employees,2011,1977.61,164.8008333
HRV,Croatia,Employees,2012,1948.216,162.3513333
HRV,Croatia,Employees,2013,1929.804,160.817
HRV,Croatia,Employees,2014,1904.911,158.7425833
HRV,Croatia,Employees,2015,1840.982,153.4151667
HRV,Croatia,Employees,2016,1838.219,153.1849167
HRV,Croatia,Employees,2017,1822.371,151.86425
HRV,Croatia,Employees,2018,1806.251,150.5209167
HRV,Croatia,Employees,2019,1994.358,166.1965
HRV,Croatia,Employees,2020,1977.725,164.8104167
HRV,Croatia,Employees,2021,1979.101,164.9250833
HRV,Croatia,Employees,2022,1966.411,163.8675833
HRV,Croatia,Employees,2023,1972.586,164.3821667
HRV,Croatia,Employees,2024,1953.431,162.7859167
CYP,Cyprus,Employees,2015,1748.419,145.7015833
CYP,Cyprus,Employees,2016,1767.904,147.3253333
CYP,Cyprus,Employees,2017,1751.011,145.9175833
CYP,Cyprus,Employees,2018,1743.45,145.2875
CYP,Cyprus,Employees,2019,1750.691,145.8909167
CYP,Cyprus,Employees,2020,1667.211,138.93425
CYP,Cyprus,Employees,2021,1766.118,147.1765
CYP,Cyprus,Employees,2022,1785.285,148.77375
CYP,Cyprus,Employees,2023,1788.811,149.0675833
CYP,Cyprus,Employees,2024,1793.422,149.4518333
MLT,Malta,Employees,2001,2017.405,168.1170833
MLT,Malta,Employees,2002,1986.493,165.5410833
MLT,Malta,Employees,2003,1951.174,162.5978333
MLT,Malta,Employees,2004,1884.197,157.0164167
MLT,Malta,Employees,2008,1936.824,161.402
MLT,Malta,Employees,2009,1927.94,160.6616667
MLT,Malta,Employees,2010,1887.646,157.3038333
MLT,Malta,Employees,2011,1843.379,153.6149167
MLT,Malta,Employees,2012,1837.453,153.1210833
MLT,Malta,Employees,2013,1817.042,151.4201667
MLT,Malta,Employees,2014,1788.677,149.0564167
MLT,Malta,Employees,2015,1782.146,148.5121667
MLT,Malta,Employees,2016,1844.17,153.6808333
MLT,Malta,Employees,2017,1835.058,152.9215
MLT,Malta,Employees,2018,1853.894,154.4911667
MLT,Malta,Employees,2019,1917.4,159.7833333
MLT,Malta,Employees,2020,1781.597,148.4664167
MLT,Malta,Employees,2021,1784.676,148.723
MLT,Malta,Employees,2022,1778.376,148.198
MLT,Malta,Employees,2023,1791.59,149.2991667
MLT,Malta,Employees,2024,1770.243,147.52025
ROU,Romania,Employees,2008,1910.897,159.2414167
ROU,Romania,Employees,2009,1885.752,157.146
ROU,Romania,Employees,2010,1917.409,159.7840833
ROU,Romania,Employees,2011,1935.845,161.3204167
ROU,Romania,Employees,2012,1898.6,158.2166667
ROU,Romania,Employees,2013,1891.757,157.6464167
ROU,Romania,Employees,2014,1870.459,155.8715833
ROU,Romania,Employees,2015,1867.355,155.6129167
ROU,Romania,Employees,2016,1877.323,156.4435833
ROU,Romania,Employees,2017,1856.919,154.74325
ROU,Romania,Employees,2018,1863.589,155.2990833
ROU,Romania,Employees,2019,1873.799,156.1499167
ROU,Romania,Employees,2020,1817.949,151.49575
ROU,Romania,Employees,2021,1882.98,156.915
ROU,Romania,Employees,2022,1854.844,154.5703333
ROU,Romania,Employees,2023,1883.888,156.9906667
ROU,Romania,Employees,2024,1886.542,157.2118333
USA,United States,Employees,1950,2005.938,167.1615
USA,United States,Employees,1951,2021.636,168.4696667
USA,United States,Employees,1952,2025.706,168.8088333
USA,United States,Employees,1953,2025.376,168.7813333
USA,United States,Employees,1954,2013.357,167.77975
USA,United States,Employees,1955,2036.78,169.7316667
USA,United States,Employees,1956,2032.985,169.4154167
USA,United States,Employees,1957,2004.912,167.076
USA,United States,Employees,1958,1978.624,164.8853333
USA,United States,Employees,1959,1989.957,165.82975
USA,United States,Employees,1960,1983.56,165.2966667
USA,United States,Employees,1961,1974.728,164.5606667
USA,United States,Employees,1962,1993.101,166.09175
USA,United States,Employees,1963,2008.931,167.4109167
USA,United States,Employees,1964,2017.459,168.1215833
USA,United States,Employees,1965,2025.908,168.8256667
USA,United States,Employees,1966,2014.64,167.8866667
USA,United States,Employees,1967,1990.832,165.9026667
USA,United States,Employees,1968,1976.464,164.7053333
USA,United States,Employees,1969,1975.42,164.6183333
USA,United States,Employees,1970,1946.623,162.2185833
USA,United States,Employees,1971,1935.38,161.2816667
USA,United States,Employees,1972,1933.775,161.1479167
USA,United States,Employees,1973,1935.73,161.3108333
USA,United States,Employees,1974,1905.643,158.8035833
USA,United States,Employees,1975,1885.905,157.15875
USA,United States,Employees,1976,1887.694,157.3078333
USA,United States,Employees,1977,1892.775,157.73125
USA,United States,Employees,1978,1882.981,156.9150833
USA,United States,Employees,1979,1880.931,156.74425
USA,United States,Employees,1980,1866.453,155.53775
USA,United States,Employees,1981,1862.733,155.22775
USA,United States,Employees,1982,1857.981,154.83175
USA,United States,Employees,1983,1878.487,156.5405833
USA,United States,Employees,1984,1893.79,157.8158333
USA,United States,Employees,1985,1888.074,157.3395
USA,United States,Employees,1986,1876.734,156.3945
USA,United States,Employees,1987,1887.67,157.3058333
USA,United States,Employees,1988,1887.105,157.25875
USA,United States,Employees,1989,1900.457,158.3714167
USA,United States,Employees,1990,1885.852,157.1543333
USA,United States,Employees,1991,1877.616,156.468
USA,United States,Employees,1992,1875.768,156.314
USA,United States,Employees,1993,1883.49,156.9575
USA,United States,Employees,1994,1894.402,157.8668333
USA,United States,Employees,1995,1895.839,157.9865833
USA,United States,Employees,1996,1895.521,157.9600833
USA,United States,Employees,1997,1902.059,158.5049167
USA,United States,Employees,1998,1899.057,158.25475
USA,United States,Employees,1999,1892.449,157.7040833
USA,United States,Employees,2000,1883.012,156.9176667
USA,United States,Employees,2001,1863.03,155.2525
USA,United States,Employees,2002,1857.174,154.7645
USA,United States,Employees,2003,1847.254,153.9378333
USA,United States,Employees,2004,1850.385,154.19875
USA,United States,Employees,2005,1847.401,153.9500833
USA,United States,Employees,2006,1850.002,154.1668333
USA,United States,Employees,2007,1848.19,154.0158333
USA,United States,Employees,2008,1839.916,153.3263333
USA,United States,Employees,2009,1810.349,150.8624167
USA,United States,Employees,2010,1822.982,151.9151667
USA,United States,Employees,2011,1833.943,152.8285833
USA,United States,Employees,2012,1838.605,153.2170833
USA,United States,Employees,2013,1836.972,153.081
USA,United States,Employees,2014,1841.898,153.4915
USA,United States,Employees,2015,1839.508,153.2923333
USA,United States,Employees,2016,1831.814,152.6511667
USA,United States,Employees,2017,1829.892,152.491
USA,United States,Employees,2018,1835.109,152.92575
USA,United States,Employees,2019,1832.038,152.6698333
USA,United States,Employees,2020,1818.59,151.5491667
USA,United States,Employees,2021,1833.492,152.791
USA,United States,Employees,2022,1822.472,151.8726667
USA,United States,Employees,2023,1816.5,151.375
USA,United States,Employees,2024,1809.583,150.7985833
AUS,Australia,Employees,1985,1780,148.3333333
AUS,Australia,Employees,1986,1799,149.9166667
AUS,Australia,Employees,1987,1811,150.9166667
AUS,Australia,Employees,1988,1802,150.1666667
AUS,Australia,Employees,1989,1827,152.25
AUS,Australia,Employees,1990,1814,151.1666667
AUS,Australia,Employees,1991,1777,148.0833333
AUS,Australia,Employees,1992,1768,147.3333333
AUS,Australia,Employees,1993,1774,147.8333333
AUS,Australia,Employees,1994,1797,149.75
AUS,Australia,Employees,1995,1797,149.75
AUS,Australia,Employees,1996,1791,149.25
AUS,Australia,Employees,1997,1785,148.75
AUS,Australia,Employees,1998,1775,147.9166667
AUS,Australia,Employees,1999,1785,148.75
AUS,Australia,Employees,2000,1781,148.4166667
AUS,Australia,Employees,2001,1761,146.75
AUS,Australia,Employees,2002,1750,145.8333333
AUS,Australia,Employees,2003,1740,145
AUS,Australia,Employees,2004,1748,145.6666667
AUS,Australia,Employees,2005,1750,145.8333333
AUS,Australia,Employees,2006,1750,145.8333333
AUS,Australia,Employees,2007,1751,145.9166667
AUS,Australia,Employees,2008,1750,145.8333333
AUS,Australia,Employees,2009,1720,143.3333333
AUS,Australia,Employees,2010,1734,144.5
AUS,Australia,Employees,2011,1732,144.3333333
AUS,Australia,Employees,2012,1735,144.5833333
AUS,Australia,Employees,2013,1728,144
AUS,Australia,Employees,2014,1737,144.75
AUS,Australia,Employees,2015,1714,142.8333333
AUS,Australia,Employees,2016,1704,142
AUS,Australia,Employees,2017,1707,142.25
AUS,Australia,Employees,2018,1706,142.1666667
AUS,Australia,Employees,2019,1696,141.3333333
AUS,Australia,Employees,2020,1670,139.1666667
BEL,Belgium,Employees,1995,1447,120.5833333
BEL,Belgium,Employees,1996,1442,120.1666667
BEL,Belgium,Employees,1997,1449,120.75
BEL,Belgium,Employees,1998,1444,120.3333333
BEL,Belgium,Employees,1999,1447,120.5833333
BEL,Belgium,Employees,2000,1459,121.5833333
BEL,Belgium,Employees,2001,1454,121.1666667
BEL,Belgium,Employees,2002,1460,121.6666667
BEL,Belgium,Employees,2003,1469,122.4166667
BEL,Belgium,Employees,2004,1464,122
BEL,Belgium,Employees,2005,1455,121.25
BEL,Belgium,Employees,2006,1463,121.9166667
BEL,Belgium,Employees,2007,1465,122.0833333
CHL,Chile,Total,1986,2399,199.9166667
CHL,Chile,Total,1987,2405,200.4166667
CHL,Chile,Total,1988,2411,200.9166667
CHL,Chile,Total,1989,2416,201.3333333
CHL,Chile,Total,1990,2422,201.8333333
CHL,Chile,Total,1991,2419,201.5833333
CHL,Chile,Total,1992,2415,201.25
CHL,Chile,Total,1993,2389,199.0833333
CHL,Chile,Total,1994,2364,197
CHL,Chile,Total,1995,2338,194.8333333
CHL,Chile,Total,1996,2313,192.75
CHL,Chile,Employees,1996,2334,194.5
CHL,Chile,Employees,1997,2301,191.75
CHL,Chile,Total,1997,2256,188
CHL,Chile,Total,1998,2299,191.5833333
CHL,Chile,Employees,1998,2337,194.75
CHL,Chile,Employees,1999,2331,194.25
CHL,Chile,Total,1999,2277,189.75
CHL,Chile,Total,2000,2263,188.5833333
CHL,Chile,Employees,2000,2318,193.1666667
CHL,Chile,Employees,2001,2307,192.25
CHL,Chile,Total,2001,2242,186.8333333
CHL,Chile,Total,2002,2250,187.5
CHL,Chile,Employees,2002,2309,192.4166667
CHL,Chile,Employees,2003,2304,192
CHL,Chile,Total,2003,2235,186.25
CHL,Chile,Total,2004,2232,186
CHL,Chile,Employees,2004,2317,193.0833333
CHL,Chile,Employees,2005,2227,185.5833333
CHL,Chile,Total,2005,2157,179.75
CHL,Chile,Total,2006,2165,180.4166667
CHL,Chile,Employees,2006,2217,184.75
CHL,Chile,Employees,2007,2168,180.6666667
CHL,Chile,Total,2007,2128,177.3333333
CHL,Chile,Total,2008,2095,174.5833333
CHL,Chile,Employees,2008,2143,178.5833333
CHL,Chile,Employees,2009,2140,178.3333333
CHL,Chile,Total,2009,2074,172.8333333
CRI,Costa Rica,Total,1987,2366,197.1666667
CRI,Costa Rica,Total,1988,2346,195.5
CRI,Costa Rica,Total,1989,2307,192.25
CRI,Costa Rica,Total,1990,2358,196.5
CRI,Costa Rica,Employees,1990,2398,199.8333333
CRI,Costa Rica,Employees,1991,2344,195.3333333
CRI,Costa Rica,Total,1991,2272,189.3333333
CRI,Costa Rica,Total,1992,2359,196.5833333
CRI,Costa Rica,Employees,1992,2415,201.25
CRI,Costa Rica,Employees,1993,2408,200.6666667
CRI,Costa Rica,Total,1993,2346,195.5
CRI,Costa Rica,Total,1994,2370,197.5
CRI,Costa Rica,Employees,1994,2416,201.3333333
CRI,Costa Rica,Employees,1995,2403,200.25
CRI,Costa Rica,Total,1995,2345,195.4166667
CRI,Costa Rica,Total,1996,2387,198.9166667
CRI,Costa Rica,Employees,1996,2428,202.3333333
CRI,Costa Rica,Employees,1997,2422,201.8333333
CRI,Costa Rica,Total,1997,2365,197.0833333
CRI,Costa Rica,Total,1998,2356,196.3333333
CRI,Costa Rica,Employees,1998,2412,201
CRI,Costa Rica,Employees,1999,2426,202.1666667
CRI,Costa Rica,Total,1999,2370,197.5
CRI,Costa Rica,Total,2000,2362,196.8333333
CRI,Costa Rica,Employees,2000,2423,201.9166667
CRI,Costa Rica,Employees,2001,2424,202
CRI,Costa Rica,Total,2001,2329,194.0833333
CRI,Costa Rica,Total,2002,2357,196.4166667
CRI,Costa Rica,Employees,2002,2438,203.1666667
CRI,Costa Rica,Employees,2003,2432,202.6666667
CRI,Costa Rica,Total,2003,2350,195.8333333
CRI,Costa Rica,Total,2004,2369,197.4166667
CRI,Costa Rica,Employees,2004,2465,205.4166667
CRI,Costa Rica,Employees,2005,2444,203.6666667
CRI,Costa Rica,Total,2005,2352,196
CRI,Costa Rica,Total,2006,2360,196.6666667
CRI,Costa Rica,Employees,2006,2450,204.1666667
CRI,Costa Rica,Employees,2007,2465,205.4166667
CRI,Costa Rica,Total,2007,2387,198.9166667
CRI,Costa Rica,Total,2008,2392,199.3333333
CRI,Costa Rica,Employees,2008,2471,205.9166667
CRI,Costa Rica,Employees,2009,2422,201.8333333
CRI,Costa Rica,Total,2009,2348,195.6666667
CRI,Costa Rica,Total,2010,2243.1,186.925
CRI,Costa Rica,Total,2011,2285.3,190.4416667
CRI,Costa Rica,Total,2012,2233.4,186.1166667
CRI,Costa Rica,Total,2013,2140.6,178.3833333
CRI,Costa Rica,Total,2014,2121.7,176.8083333
CRI,Costa Rica,Total,2015,2148.2,179.0166667
CRI,Costa Rica,Total,2016,2204.7,183.725
CRI,Costa Rica,Total,2017,2178.9,181.575
CRI,Costa Rica,Total,2018,2121,176.75
CRI,Costa Rica,Total,2019,2059.6,171.6333333
CRI,Costa Rica,Total,2020,1913.2,159.4333333
CRI,Costa Rica,Total,2021,2073.3,172.775
CRI,Costa Rica,Total,2022,2149,179.0833333
CZE,Czechia,Total,1993,1857,154.75
CZE,Czechia,Employees,1993,1995,166.25
CZE,Czechia,Employees,1994,1974,164.5
CZE,Czechia,Total,1994,1839,153.25
DNK,Denmark,Employees,1966,1844,153.6666667
DNK,Denmark,Employees,1967,1821,151.75
DNK,Denmark,Employees,1968,1781,148.4166667
DNK,Denmark,Employees,1969,1745,145.4166667
DNK,Denmark,Employees,1970,1789,149.0833333
DNK,Denmark,Employees,1971,1754,146.1666667
DNK,Denmark,Employees,1972,1692,141
DNK,Denmark,Employees,1973,1648,137.3333333
DNK,Denmark,Employees,1974,1631,135.9166667
DNK,Denmark,Employees,1975,1548,129
DNK,Denmark,Employees,1976,1559,129.9166667
